Nmodes,spread,skew,effective_rank,singular_min,singular_max,condition_number,qr_residual,svd_residual,entropy,collapse,stability_score
4,1.3666666666666667,0.10000000000000009,4,0.36619735756400584,1.449747125916447,3.9589229577197393,6.683347232876724e-16,2.812041867071387e-15,2.921776571248392,False,-0.1341372875567368
4,1.3666666666666667,0.4,4,0.3459794500794257,1.4471696498488502,4.182819671852264,4.986630633997451e-16,1.836601153559255e-15,2.9291969033606935,False,-0.13403046233115376
5,1.2533333333333334,0.20000000000000007,5,0.144475536264762,1.593997089935716,11.032989606036828,1.0590426439218503e-15,2.5935943452953e-15,3.0967408941791774,False,-0.1339831805281848
4,1.2533333333333334,-0.5,4,0.4057236239643159,1.4490610046882195,3.57154703127582,7.04048000017981e-16,1.4459071920954295e-15,2.900478272552999,False,-0.13396678615910532
4,1.3666666666666667,0.0,4,0.369063590985576,1.4527489788144996,3.9363107450804513,4.831197094577123e-16,1.523312432700287e-15,2.917081123635563,False,-0.13395226866734875
6,1.5933333333333333,-0.5,6,0.0707669284620548,1.7243026750833301,24.36593918312988,1.1697357749842326e-15,2.19177637209662e-15,3.2311911313851436,False,-0.13382389345155044
6,1.5933333333333333,-0.4,6,0.07668185885359094,1.7130384841610857,22.339553445513086,1.001553167529127e-15,1.8730014898637132e-15,3.2154740508670447,False,-0.13379221279182904
5,1.2533333333333334,0.10000000000000009,5,0.1411003799689926,1.5924883171846478,11.286208566799067,1.2434694627898318e-15,1.70447914223257e-15,3.095690473703143,False,-0.1337335622515473
6,1.5933333333333333,-0.3,6,0.08184984512337401,1.7047419969814368,20.827675292626918,8.626384407920793e-16,2.1376709134086223e-15,3.201132745768728,False,-0.13368382132195702
4,1.3666666666666667,-0.09999999999999998,4,0.3704185980485421,1.4567648244365947,3.9327529236145176,9.635213878441414e-16,1.9507796578834726e-15,2.9114349260655397,False,-0.1336778130515676
4,1.3666666666666667,0.5,4,0.33389854320065343,1.4488250281149808,4.339117548183856,6.866744622932188e-16,1.095536590393096e-15,2.928090354255828,False,-0.1336564894032862
6,1.48,-0.4,6,0.06701979953156585,1.7109657280947772,25.52925762317335,9.758847423992097e-16,3.053536209880583e-15,3.235085313451581,False,-0.13361350195373015
6,1.48,-0.5,6,0.06214832838494928,1.7201645519905273,27.678371996359385,9.042218239923994e-16,2.817100392279346e-15,3.248942397315803,False,-0.13360430902710835
6,1.48,-0.3,6,0.07119801368038603,1.7043507453591973,23.93817828977889,9.00573621045748e-16,1.8853338754526065e-15,3.222448373576018,False,-0.13354059673383117
6,1.5933333333333333,-0.19999999999999996,6,0.08629824102572776,1.69958411796001,19.694307760610318,1.0003273521462254e-15,2.752054189752447e-15,3.1884924236992234,False,-0.1335378067788611
3,0.8,-0.09999999999999998,3,0.9365166161507626,1.0597074549000765,1.1315415408811949,5.111780646143523e-16,1.1150325633335116e-15,2.690869060518614,False,-0.13347004297996717
3,0.8,0.0,3,0.9368522960161705,1.0594101346606914,1.1308187418290807,2.6536237440498337e-16,1.831671263082965e-15,2.6905905764785283,False,-0.13346166886921776
5,1.2533333333333334,0.0,5,0.13701528689716977,1.5919694426985227,11.618918434213102,7.9637181794051475e-16,2.3158473941944638e-15,3.09505957864554,False,-0.13344966487362248
